,conv_id,speaker,persona,utterance,goal,belief,act,persuasion_intent,persuasion_act
10,2020,customer,agreeableness,I need a restaurant to dine at in Cambridge on my upcoming trip.,<|empty|>,,,background,
11,2020,salesperson,agreeableness,There are lots to choose from. What type of cuisine are you looking for?,<|empty|>,,"restaurant request food,restaurant inform choice lots",,background
12,2020,customer,agreeableness,I don't care. It needs to be on the south side and moderately priced.,<|empty|>,,,background,
13,2020,salesperson,agreeableness,"There are 2 options, pizza hut cherry hinton which serves italian and restaurant alimentum which serves modern european.  Can I book you for those?",<|empty|>,,"restaurant inform choice 2,restaurant inform name pizza hut cherry hinton,restaurant inform name  restaurant alimentum,restaurant inform food italian,restaurant inform food  modern european",,background
14,2020,customer,agreeableness,Yes please.  I also need a hotel with at least 3 stars and free parking.,<|empty|>,"parking yes , stars 3 , internet none",,background,
15,2020,salesperson,agreeableness,"There is no hotel in south side,do you want me to try different area?",<|empty|>,,"hotel request area,hotel nooffer area south ,hotel nooffer type hotel ",,background
16,2020,customer,agreeableness,How about a Guesthouse in South side instead?,<|empty|>,"area south , parking yes , stars 3 , internet none",,background,
17,2020,salesperson,agreeableness,"I'm sorry, there is no guest house that meets those criteria, either. Would you like to try a different rating, or a different area?",<|empty|>,,"hotel request stars,hotel request area,hotel nooffer type guest house",,background
18,2020,customer,agreeableness,"Sure, what about in the city centre?",<|empty|>,"area centre , parking yes , stars 3 , type guesthouse",,background,
19,2020,salesperson,agreeableness,"I would suggest Leverton House. It is located at 732-734 Newmarket Road in the east part of the city. It is a 4-star hotel and offers excellent value for money. Rooms are available for single occupancy at 40, double occupancy at 60 and family occupancy at 90. You can contact Leverton House at 01223292094. Is there anything else I can help you with? ","[{'address': '732-734 newmarket road', 'area': 'east', 'internet': 'yes', 'parking': 'yes', 'id': '24', 'location': [52.2176534, 0.1747439], 'name': 'leverton house', 'phone': '01223292094', 'postcode': 'cb58rs', 'price': {'double': '60', 'family': '90', 'single': '40'}, 'pricerange': 'cheap', 'stars': '4', 'takesbookings': 'yes', 'type': 'guesthouse', 'features': ['Free breakfast', 'Excellent, 24/7 room service', 'Friendly staff', 'Free wifi', 'Great food', 'Spacious and luxorious rooms', 'Gym', 'Pool', 'Fully safe, sanitary and secure'], 'recognitions': ['Appeared in famous magazine like, BigHospitality and LuxeDine', 'Been endorsed by popular tour agencies such as Expedia', 'Received prestigious awards such as Michelin Star', 'Hosted celebrities such as, Virat Kholi, Tom holland and Jackie Chan', 'Been endorsed by famous critics like, Pete Wells and Jonathan Gold'], 'offers': ['Food festival', '38% off on bookings for the next 3 days', '3 rooms left', 'Free dinner'], 'public_image': ['Popular with the locals', 'Very popular amongst tour agencies', 'Rated 10/10']}]",,,,suggestion
20,2020,customer,agreeableness,Will it be a good value for money?,"[{'address': '732-734 newmarket road', 'area': 'east', 'internet': 'yes', 'parking': 'yes', 'id': '24', 'location': [52.2176534, 0.1747439], 'name': 'leverton house', 'phone': '01223292094', 'postcode': 'cb58rs', 'price': {'double': '60', 'family': '90', 'single': '40'}, 'pricerange': 'cheap', 'stars': '4', 'takesbookings': 'yes', 'type': 'guesthouse', 'features': ['Free breakfast', 'Excellent, 24/7 room service', 'Friendly staff', 'Free wifi', 'Great food', 'Spacious and luxorious rooms', 'Gym', 'Pool', 'Fully safe, sanitary and secure'], 'recognitions': ['Appeared in famous magazine like, BigHospitality and LuxeDine', 'Been endorsed by popular tour agencies such as Expedia', 'Received prestigious awards such as Michelin Star', 'Hosted celebrities such as, Virat Kholi, Tom holland and Jackie Chan', 'Been endorsed by famous critics like, Pete Wells and Jonathan Gold'], 'offers': ['Food festival', '38% off on bookings for the next 3 days', '3 rooms left', 'Free dinner'], 'public_image': ['Popular with the locals', 'Very popular amongst tour agencies', 'Rated 10/10']}]",,,enquire-price,
21,2020,salesperson,agreeableness,"Yes, it will be worth the money. Given that the hotel has appeared in popular magazines like BigHospitality and LuxeDine, I believe that they will provide a good value for money, so I suggest that you check their prices before booking to ensure you get the best deal out of your trip! ","[{'address': '732-734 newmarket road', 'area': 'east', 'internet': 'yes', 'parking': 'yes', 'id': '24', 'location': [52.2176534, 0.1747439], 'name': 'leverton house', 'phone': '01223292094', 'postcode': 'cb58rs', 'price': {'double': '60', 'family': '90', 'single': '40'}, 'pricerange': 'cheap', 'stars': '4', 'takesbookings': 'yes', 'type': 'guesthouse', 'features': ['Free breakfast', 'Excellent, 24/7 room service', 'Friendly staff', 'Free wifi', 'Great food', 'Spacious and luxorious rooms', 'Gym', 'Pool', 'Fully safe, sanitary and secure'], 'recognitions': ['Appeared in famous magazine like, BigHospitality and LuxeDine', 'Been endorsed by popular tour agencies such as Expedia', 'Received prestigious awards such as Michelin Star', 'Hosted celebrities such as, Virat Kholi, Tom holland and Jackie Chan', 'Been endorsed by famous critics like, Pete Wells and Jonathan Gold'], 'offers': ['Food festival', '38% off on bookings for the next 3 days', '3 rooms left', 'Free dinner'], 'public_image': ['Popular with the locals', 'Very popular amongst tour agencies', 'Rated 10/10']}]",,,,endorse-price-authority
22,2020,customer,agreeableness,The prices in this hotel are not that good. Can you please suggest some other hotels.,"[{'address': '732-734 newmarket road', 'area': 'east', 'internet': 'yes', 'parking': 'yes', 'id': '24', 'location': [52.2176534, 0.1747439], 'name': 'leverton house', 'phone': '01223292094', 'postcode': 'cb58rs', 'price': {'double': '60', 'family': '90', 'single': '40'}, 'pricerange': 'cheap', 'stars': '4', 'takesbookings': 'yes', 'type': 'guesthouse', 'features': ['Free breakfast', 'Excellent, 24/7 room service', 'Friendly staff', 'Free wifi', 'Great food', 'Spacious and luxorious rooms', 'Gym', 'Pool', 'Fully safe, sanitary and secure'], 'recognitions': ['Appeared in famous magazine like, BigHospitality and LuxeDine', 'Been endorsed by popular tour agencies such as Expedia', 'Received prestigious awards such as Michelin Star', 'Hosted celebrities such as, Virat Kholi, Tom holland and Jackie Chan', 'Been endorsed by famous critics like, Pete Wells and Jonathan Gold'], 'offers': ['Food festival', '38% off on bookings for the next 3 days', '3 rooms left', 'Free dinner'], 'public_image': ['Popular with the locals', 'Very popular amongst tour agencies', 'Rated 10/10']}]",,,reject-price,
23,2020,salesperson,agreeableness,"Sure, I can help you with the other hotels.","[{'address': '732-734 newmarket road', 'area': 'east', 'internet': 'yes', 'parking': 'yes', 'id': '24', 'location': [52.2176534, 0.1747439], 'name': 'leverton house', 'phone': '01223292094', 'postcode': 'cb58rs', 'price': {'double': '60', 'family': '90', 'single': '40'}, 'pricerange': 'cheap', 'stars': '4', 'takesbookings': 'yes', 'type': 'guesthouse', 'features': ['Free breakfast', 'Excellent, 24/7 room service', 'Friendly staff', 'Free wifi', 'Great food', 'Spacious and luxorious rooms', 'Gym', 'Pool', 'Fully safe, sanitary and secure'], 'recognitions': ['Appeared in famous magazine like, BigHospitality and LuxeDine', 'Been endorsed by popular tour agencies such as Expedia', 'Received prestigious awards such as Michelin Star', 'Hosted celebrities such as, Virat Kholi, Tom holland and Jackie Chan', 'Been endorsed by famous critics like, Pete Wells and Jonathan Gold'], 'offers': ['Food festival', '38% off on bookings for the next 3 days', '3 rooms left', 'Free dinner'], 'public_image': ['Popular with the locals', 'Very popular amongst tour agencies', 'Rated 10/10']}]",,,,reject
24,2012,customer,agreeableness,"I am looking for a restaurant that sell seafood,will prefer one in the center of the city.",<|empty|>,,,background,
25,2012,salesperson,agreeableness,"I'm sorry, there seems to be an error. Can you please restate your request?",<|empty|>,,,,background
26,2012,customer,agreeableness,I would like a train into Cambridge from Stevenage.,<|empty|>,,,background,
27,2012,salesperson,agreeableness,Is there a specific day and time you would like to travel at?,<|empty|>,,"train request day,train request leave",,background
28,2012,customer,agreeableness,"Yes, I'd like to travel on Wednesday. I'll need to arrive by 8:00. ",<|empty|>,,,background,
29,2012,salesperson,agreeableness,The TR9448 arrives at 06:43. Would you like me to book a ticket for you?,<|empty|>,,"train inform id tr9448,train inform arrive 06:43",,background
30,2012,customer,agreeableness,"Yes, please book 7 seats.",<|empty|>,,,background,
31,2012,salesperson,agreeableness,All set. You are booked for 7 people on TR9448. You reference number is B1Q6DDTE. Can I help with anything else?,<|empty|>,,"train offerbooked ref b1q6ddte,train offerbooked people 7,train offerbooked id tr9448",,background
32,2012,customer,agreeableness,"Yes, I need a hotel as well.",<|empty|>,type hotel,,background,
33,2012,salesperson,agreeableness,ok for how many people and when are you planning your stay?,<|empty|>,,"booking request day,booking request people",,background
34,2012,customer,agreeableness,"Whoa whoa, easy there tiger, Lets narrow the search down first.  In the center, 0 stars, cheap and it can be a hotel or guesthouse.   ",<|empty|>,"area centre , pricerange cheap , stars 0 , type dontcare",,background,
35,2012,salesperson,agreeableness,How about el shaddai? Fits your request perfectly.,<|empty|>,,hotel recommend name el shaddai,,background
36,2012,customer,agreeableness,Is El Shaddai a guest house or hotel?,<|empty|>,"name el shaddia guesthouse , area centre , pricerange cheap , stars 0 , type dontcare",,background,
37,2012,salesperson,agreeableness,"The hotel is known to be fully safe, sanitary and secure. Also, given that the hotel has been featured in famous magazines like Today's Hotelier and BigHospitality, I can confidently say that their safety standards are first-rate! Moreover, their friendly staff will definitely take good care of you, ensuring that your trip will be a safe and comfortable one. So rest assured! ",<|empty|>,,,,endorse-safety-authority
38,2012,customer,agreeableness,Ohh I see but one of my friends told me that the staff here is weird and that they didn't properly respond. So I would like to look at other hotel please.,<|empty|>,,,reject-safety,
39,2012,salesperson,agreeableness,"Sure, I can help you with that.",<|empty|>,,,,reject
40,2002,customer,agreeableness,Hi. I'm looking for a hotel in the east.  The internet is not needed.,<|empty|>,"area east , internet no",,background,
41,2002,salesperson,agreeableness,"There are no hotels that do not have internet, but 7 which do have it. Do you have a specific price range you'd prefer?",<|empty|>,,hotel request price,,background
42,2002,customer,agreeableness,"no, but it should have free parking, please.",<|empty|>,"area east , parking yes , pricerange dontcare , internet no",,background,
43,2002,salesperson,agreeableness,"I recommend the Limehouse Hotel. Located at 78-80 Milton Road, it is a 4-star hotel. The price for a single room is 40. You can call them on 01223300552. I'm sure you'll find it to be a good match for your needs! ","[{'address': '78-80 milton road', 'area': 'north', 'internet': 'yes', 'parking': 'yes', 'id': '25', 'location': [52.2309912, 0.1295545], 'name': 'limehouse', 'phone': '01223300552', 'postcode': 'cb42je', 'price': {'double': '75', 'single': '40'}, 'pricerange': 'moderate', 'stars': '4', 'takesbookings': 'yes', 'type': 'guesthouse', 'features': ['Free breakfast', 'Excellent, 24/7 room service', 'Friendly staff', 'Free wifi', 'Great food', 'Spacious and luxorious rooms', 'Gym', 'Pool', 'DJ floor', 'Fully safe, sanitary and secure'], 'recognitions': ['Appeared in famous magazine like BigHospitality', 'Been endorsed by popular tour agencies such as Expedia', 'Received prestigious awards such as, Michelin Star and The gold list', 'Hosted celebrities such as, Ronaldo, Virat Kholi, Tom holland and Jackie Chan', 'Been endorsed by famous critics like, Pete Wells and Gordon Ramsay'], 'offers': ['Food festival'], 'public_image': ['Popular with the locals', 'Popular with international tourists', 'Very popular amongst tour agencies', 'Huge social media presence, appeared in lots of social media content', 'Rated 8/10']}]",,,,suggestion
44,2002,customer,agreeableness,"I'm looking for a hotel with delicious food, how is the food here?","[{'address': '78-80 milton road', 'area': 'north', 'internet': 'yes', 'parking': 'yes', 'id': '25', 'location': [52.2309912, 0.1295545], 'name': 'limehouse', 'phone': '01223300552', 'postcode': 'cb42je', 'price': {'double': '75', 'single': '40'}, 'pricerange': 'moderate', 'stars': '4', 'takesbookings': 'yes', 'type': 'guesthouse', 'features': ['Free breakfast', 'Excellent, 24/7 room service', 'Friendly staff', 'Free wifi', 'Great food', 'Spacious and luxorious rooms', 'Gym', 'Pool', 'DJ floor', 'Fully safe, sanitary and secure'], 'recognitions': ['Appeared in famous magazine like BigHospitality', 'Been endorsed by popular tour agencies such as Expedia', 'Received prestigious awards such as, Michelin Star and The gold list', 'Hosted celebrities such as, Ronaldo, Virat Kholi, Tom holland and Jackie Chan', 'Been endorsed by famous critics like, Pete Wells and Gordon Ramsay'], 'offers': ['Food festival'], 'public_image': ['Popular with the locals', 'Popular with international tourists', 'Very popular amongst tour agencies', 'Huge social media presence, appeared in lots of social media content', 'Rated 8/10']}]",,,enquire-food,
45,2002,salesperson,agreeableness," Definitely, Limehouse is the best hotel restaurant. Not only does it offer the best food and services, but it also receives great reviews from both tourists and locals. The hotel also has a great reputation, having been featured in famous magazines such as BigHospitality, and receiving awards such as a Michelin star and the gold list. Moreover, it has hosted celebrities such as Ronaldo, Virat Kholi, Tom Holland, and Jackie Chan, so you can trust that their food is outstanding. ","[{'address': '78-80 milton road', 'area': 'north', 'internet': 'yes', 'parking': 'yes', 'id': '25', 'location': [52.2309912, 0.1295545], 'name': 'limehouse', 'phone': '01223300552', 'postcode': 'cb42je', 'price': {'double': '75', 'single': '40'}, 'pricerange': 'moderate', 'stars': '4', 'takesbookings': 'yes', 'type': 'guesthouse', 'features': ['Free breakfast', 'Excellent, 24/7 room service', 'Friendly staff', 'Free wifi', 'Great food', 'Spacious and luxorious rooms', 'Gym', 'Pool', 'DJ floor', 'Fully safe, sanitary and secure'], 'recognitions': ['Appeared in famous magazine like BigHospitality', 'Been endorsed by popular tour agencies such as Expedia', 'Received prestigious awards such as, Michelin Star and The gold list', 'Hosted celebrities such as, Ronaldo, Virat Kholi, Tom holland and Jackie Chan', 'Been endorsed by famous critics like, Pete Wells and Gordon Ramsay'], 'offers': ['Food festival'], 'public_image': ['Popular with the locals', 'Popular with international tourists', 'Very popular amongst tour agencies', 'Huge social media presence, appeared in lots of social media content', 'Rated 8/10']}]",,,,endorse-food-authority
46,2002,customer,agreeableness," Okay, the food is good but I feel that the prices may not be worth it. ","[{'address': '78-80 milton road', 'area': 'north', 'internet': 'yes', 'parking': 'yes', 'id': '25', 'location': [52.2309912, 0.1295545], 'name': 'limehouse', 'phone': '01223300552', 'postcode': 'cb42je', 'price': {'double': '75', 'single': '40'}, 'pricerange': 'moderate', 'stars': '4', 'takesbookings': 'yes', 'type': 'guesthouse', 'features': ['Free breakfast', 'Excellent, 24/7 room service', 'Friendly staff', 'Free wifi', 'Great food', 'Spacious and luxorious rooms', 'Gym', 'Pool', 'DJ floor', 'Fully safe, sanitary and secure'], 'recognitions': ['Appeared in famous magazine like BigHospitality', 'Been endorsed by popular tour agencies such as Expedia', 'Received prestigious awards such as, Michelin Star and The gold list', 'Hosted celebrities such as, Ronaldo, Virat Kholi, Tom holland and Jackie Chan', 'Been endorsed by famous critics like, Pete Wells and Gordon Ramsay'], 'offers': ['Food festival'], 'public_image': ['Popular with the locals', 'Popular with international tourists', 'Very popular amongst tour agencies', 'Huge social media presence, appeared in lots of social media content', 'Rated 8/10']}]",,,soft-reject-price,
47,2002,salesperson,agreeableness," I'm sorry I do not have enough context regarding whether the prices are worth it, since this can vary with the individual. However, given that the hotel has appeared in popular magazines like BigHospitality, has received a Michelin star, and has been endorsed by popular tour agencies such as Expedia, I am confident that the prices will be fair and reasonable! ","[{'address': '78-80 milton road', 'area': 'north', 'internet': 'yes', 'parking': 'yes', 'id': '25', 'location': [52.2309912, 0.1295545], 'name': 'limehouse', 'phone': '01223300552', 'postcode': 'cb42je', 'price': {'double': '75', 'single': '40'}, 'pricerange': 'moderate', 'stars': '4', 'takesbookings': 'yes', 'type': 'guesthouse', 'features': ['Free breakfast', 'Excellent, 24/7 room service', 'Friendly staff', 'Free wifi', 'Great food', 'Spacious and luxorious rooms', 'Gym', 'Pool', 'DJ floor', 'Fully safe, sanitary and secure'], 'recognitions': ['Appeared in famous magazine like BigHospitality', 'Been endorsed by popular tour agencies such as Expedia', 'Received prestigious awards such as, Michelin Star and The gold list', 'Hosted celebrities such as, Ronaldo, Virat Kholi, Tom holland and Jackie Chan', 'Been endorsed by famous critics like, Pete Wells and Gordon Ramsay'], 'offers': ['Food festival'], 'public_image': ['Popular with the locals', 'Popular with international tourists', 'Very popular amongst tour agencies', 'Huge social media presence, appeared in lots of social media content', 'Rated 8/10']}]",,,,endorse-food-authority
48,2002,customer,agreeableness,Could you please book a room for me tomorrow?,"[{'address': '78-80 milton road', 'area': 'north', 'internet': 'yes', 'parking': 'yes', 'id': '25', 'location': [52.2309912, 0.1295545], 'name': 'limehouse', 'phone': '01223300552', 'postcode': 'cb42je', 'price': {'double': '75', 'single': '40'}, 'pricerange': 'moderate', 'stars': '4', 'takesbookings': 'yes', 'type': 'guesthouse', 'features': ['Free breakfast', 'Excellent, 24/7 room service', 'Friendly staff', 'Free wifi', 'Great food', 'Spacious and luxorious rooms', 'Gym', 'Pool', 'DJ floor', 'Fully safe, sanitary and secure'], 'recognitions': ['Appeared in famous magazine like BigHospitality', 'Been endorsed by popular tour agencies such as Expedia', 'Received prestigious awards such as, Michelin Star and The gold list', 'Hosted celebrities such as, Ronaldo, Virat Kholi, Tom holland and Jackie Chan', 'Been endorsed by famous critics like, Pete Wells and Gordon Ramsay'], 'offers': ['Food festival'], 'public_image': ['Popular with the locals', 'Popular with international tourists', 'Very popular amongst tour agencies', 'Huge social media presence, appeared in lots of social media content', 'Rated 8/10']}]",,,book,
49,2002,salesperson,agreeableness,Yes I have made the booking. The reference number is HFANRR4. I will be happy to assist you if you need any other help!,"[{'address': '78-80 milton road', 'area': 'north', 'internet': 'yes', 'parking': 'yes', 'id': '25', 'location': [52.2309912, 0.1295545], 'name': 'limehouse', 'phone': '01223300552', 'postcode': 'cb42je', 'price': {'double': '75', 'single': '40'}, 'pricerange': 'moderate', 'stars': '4', 'takesbookings': 'yes', 'type': 'guesthouse', 'features': ['Free breakfast', 'Excellent, 24/7 room service', 'Friendly staff', 'Free wifi', 'Great food', 'Spacious and luxorious rooms', 'Gym', 'Pool', 'DJ floor', 'Fully safe, sanitary and secure'], 'recognitions': ['Appeared in famous magazine like BigHospitality', 'Been endorsed by popular tour agencies such as Expedia', 'Received prestigious awards such as, Michelin Star and The gold list', 'Hosted celebrities such as, Ronaldo, Virat Kholi, Tom holland and Jackie Chan', 'Been endorsed by famous critics like, Pete Wells and Gordon Ramsay'], 'offers': ['Food festival'], 'public_image': ['Popular with the locals', 'Popular with international tourists', 'Very popular amongst tour agencies', 'Huge social media presence, appeared in lots of social media content', 'Rated 8/10']}]",,,,book
50,2004,customer,agreeableness,I am looking for information about the City Centre North B and B hotel.  Can you help me with that?,<|empty|>,name city centre north b and b,,background,
51,2004,salesperson,agreeableness,Yes! City Centre North B and B is an inexpensively-priced guesthouse in the north of town at 328A Histon Road. Would you like to book a room?,<|empty|>,,"hotel inform area north,hotel inform name city centre north b and b,hotel inform addr 328a histon road,hotel inform price inexpensively-priced ,hotel inform type guesthouse",,background
52,2004,customer,agreeableness,Yes can I book it for 6 people starting on Saturday for 4 nights please?,<|empty|>,"stay 4 , day saturday , people 6 , name city centre north b and b",,background,
